                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.1497,                  1.393,                 1.2002,                0.58273,                0.54668,                0.57055,                 0.3933,                0.99156,                0.99632,                 1.1512,               0.009175,               0.009175,               0.009175
                     13,                 1.1499,                 1.3878,                  1.193,                0.58602,                0.57597,                0.58675,                0.40477,                0.99358,                0.93173,                 1.1487,              0.0090925,              0.0090925,              0.0090925
                     14,                 1.1507,                 1.3754,                 1.1961,                0.54016,                0.62539,                0.61376,                0.42369,                 1.0071,                 0.9108,                 1.1553,                0.00901,                0.00901,                0.00901
                     15,                 1.1373,                 1.3287,                 1.1855,                0.55222,                0.57097,                0.57911,                0.40039,                 1.0086,                0.91768,                 1.1681,              0.0089275,              0.0089275,              0.0089275
                     16,                 1.1185,                 1.3231,                 1.1793,                0.60547,                0.60268,                0.61561,                0.42821,                0.98047,                0.87736,                  1.144,               0.008845,               0.008845,               0.008845
                     17,                 1.1274,                 1.3009,                 1.1846,                0.61239,                0.60092,                0.61073,                0.42293,                0.98907,                 0.9031,                 1.1499,              0.0087625,              0.0087625,              0.0087625
                     18,                 1.1095,                 1.2826,                 1.1706,                0.55787,                0.61844,                0.60663,                0.42427,                0.96865,                0.88163,                 1.1324,                0.00868,                0.00868,                0.00868
                     19,                 1.1193,                 1.2709,                 1.1767,                0.59671,                0.62883,                0.63125,                 0.4481,                0.95894,                0.85953,                 1.1235,              0.0085975,              0.0085975,              0.0085975
                     20,                  1.098,                 1.2497,                 1.1638,                0.62183,                0.59017,                0.63263,                0.45138,                0.96762,                0.83664,                 1.1311,               0.008515,               0.008515,               0.008515
                     21,                 1.1029,                 1.2405,                 1.1753,                0.61234,                0.62186,                0.64086,                 0.4505,                0.97223,                0.83951,                 1.1342,              0.0084325,              0.0084325,              0.0084325
                     22,                 1.1015,                 1.2265,                 1.1652,                0.61928,                 0.6149,                0.62402,                0.44105,                0.96673,                0.85848,                 1.1304,                0.00835,                0.00835,                0.00835
                     23,                 1.0953,                  1.241,                 1.1684,                0.61992,                0.62465,                0.63534,                0.44525,                0.96485,                0.81613,                 1.1276,              0.0082675,              0.0082675,              0.0082675
                     24,                 1.0942,                 1.2231,                 1.1618,                0.64182,                0.64521,                0.64934,                0.45453,                0.94994,                0.79496,                 1.1148,               0.008185,               0.008185,               0.008185
                     25,                  1.097,                 1.2139,                 1.1638,                0.66012,                0.63428,                 0.6464,                0.45289,                0.96348,                0.79156,                 1.1268,              0.0081025,              0.0081025,              0.0081025
                     26,                 1.0794,                 1.1865,                 1.1563,                0.61153,                 0.6074,                0.63759,                0.45685,                0.94511,                0.79101,                 1.1186,                0.00802,                0.00802,                0.00802
                     27,                 1.0741,                 1.1937,                 1.1557,                0.64198,                0.65435,                0.70751,                0.52075,                0.94906,                0.79532,                 1.1197,              0.0079375,              0.0079375,              0.0079375
                     28,                 1.0827,                 1.1895,                 1.1602,                0.62041,                0.63557,                0.64436,                0.46107,                0.95057,                0.77917,                 1.1229,               0.007855,               0.007855,               0.007855
                     29,                  1.074,                 1.1781,                 1.1552,                0.62378,                0.64718,                0.66302,                 0.4794,                0.94271,                0.78681,                 1.1203,              0.0077725,              0.0077725,              0.0077725
                     30,                 1.0614,                 1.1585,                   1.15,                0.66085,                 0.6457,                0.71442,                0.52341,                0.94207,                0.75612,                 1.1143,                0.00769,                0.00769,                0.00769
                     31,                 1.0699,                 1.1603,                 1.1537,                0.68695,                0.63264,                0.66232,                0.47682,                0.93507,                0.75529,                 1.1117,              0.0076075,              0.0076075,              0.0076075
                     32,                 1.0678,                 1.1596,                  1.158,                0.68327,                0.65489,                0.67563,                 0.4854,                0.92791,                0.77247,                 1.1057,               0.007525,               0.007525,               0.007525
                     33,                 1.0655,                 1.1459,                  1.154,                 0.6417,                0.66204,                0.67377,                0.48439,                 0.9352,                0.74451,                  1.103,              0.0074425,              0.0074425,              0.0074425
                     34,                 1.0592,                 1.1401,                  1.143,                0.69013,                0.63629,                0.68873,                0.49617,                0.93613,                0.74282,                 1.1095,                0.00736,                0.00736,                0.00736
                     35,                 1.0403,                 1.1179,                 1.1392,                0.68387,                 0.6506,                0.67458,                0.48622,                0.93553,                0.73439,                  1.113,              0.0072775,              0.0072775,              0.0072775
                     36,                 1.0612,                 1.1148,                 1.1459,                0.67813,                0.65683,                0.72057,                 0.5247,                 0.9262,                0.73772,                 1.1009,               0.007195,               0.007195,               0.007195
                     37,                 1.0627,                 1.1215,                 1.1484,                0.61287,                0.66918,                0.66952,                 0.4833,                0.92556,                0.73653,                 1.1047,              0.0071125,              0.0071125,              0.0071125
                     38,                 1.0407,                 1.1053,                 1.1378,                0.67291,                0.67446,                0.68593,                 0.5004,                0.92378,                0.73761,                 1.0988,                0.00703,                0.00703,                0.00703
                     39,                 1.0402,                 1.0998,                 1.1463,                0.70814,                0.65921,                 0.6892,                0.49807,                0.92223,                0.72078,                 1.0974,              0.0069475,              0.0069475,              0.0069475
                     40,                 1.0321,                 1.0971,                 1.1345,                0.69632,                0.67626,                0.71274,                0.52119,                0.91609,                0.69988,                 1.0943,               0.006865,               0.006865,               0.006865
                     41,                 1.0316,                 1.0916,                  1.135,                0.70179,                0.66315,                 0.7081,                0.52107,                0.92343,                0.69751,                 1.1015,              0.0067825,              0.0067825,              0.0067825
                     42,                 1.0353,                 1.0796,                  1.134,                0.69708,                0.67799,                0.69834,                0.51054,                0.91809,                0.70961,                 1.0958,                 0.0067,                 0.0067,                 0.0067
                     43,                 1.0397,                 1.0881,                  1.137,                 0.6815,                   0.68,                0.68797,                 0.5004,                0.91902,                0.70776,                  1.095,              0.0066175,              0.0066175,              0.0066175
                     44,                 1.0273,                 1.0685,                 1.1281,                0.71113,                0.66628,                0.69502,                0.51051,                0.90827,                0.69804,                 1.0936,               0.006535,               0.006535,               0.006535
                     45,                 1.0309,                 1.0604,                 1.1335,                0.70196,                0.67088,                0.69939,                 0.5126,                 0.9113,                 0.6948,                 1.0922,              0.0064525,              0.0064525,              0.0064525
                     46,                 1.0169,                 1.0604,                 1.1303,                0.69028,                0.66983,                0.69292,                0.50962,                0.90909,                0.68417,                 1.0915,                0.00637,                0.00637,                0.00637
                     47,                 1.0271,                 1.0544,                 1.1356,                0.68943,                 0.6743,                0.70299,                0.51874,                0.90498,                 0.6855,                 1.0901,              0.0062875,              0.0062875,              0.0062875
                     48,                 1.0203,                 1.0671,                 1.1269,                0.70626,                0.67195,                0.71318,                0.52644,                0.90919,                 0.6788,                  1.091,               0.006205,               0.006205,               0.006205
                     49,                 1.0136,                 1.0342,                 1.1252,                0.71625,                0.65707,                0.69912,                0.51794,                0.90258,                0.67382,                 1.0874,              0.0061225,              0.0061225,              0.0061225
                     50,                 1.0212,                 1.0516,                 1.1244,                0.70269,                0.67801,                0.70539,                0.51885,                 0.9029,                 0.6671,                 1.0864,                0.00604,                0.00604,                0.00604
                     51,                 1.0181,                  1.037,                 1.1252,                0.69427,                 0.6884,                0.71578,                 0.5257,                0.90029,                0.66167,                 1.0879,              0.0059575,              0.0059575,              0.0059575
                     52,                 1.0195,                 1.0415,                 1.1277,                0.72564,                0.67361,                0.71564,                0.52515,                0.90408,                 0.6633,                  1.089,               0.005875,               0.005875,               0.005875
                     53,                 1.0215,                 1.0284,                 1.1294,                0.70634,                0.69485,                0.73148,                0.54024,                0.90223,                0.65368,                 1.0878,              0.0057925,              0.0057925,              0.0057925
                     54,                 1.0003,                 1.0205,                 1.1159,                0.70726,                0.69248,                 0.7147,                0.52648,                0.89932,                0.65121,                 1.0864,                0.00571,                0.00571,                0.00571
                     55,                 0.9965,                 1.0268,                 1.1168,                0.72521,                0.67257,                0.71448,                0.52923,                0.89714,                 0.6541,                 1.0846,              0.0056275,              0.0056275,              0.0056275
                     56,                 1.0089,                 1.0272,                 1.1303,                0.72667,                0.68321,                0.71949,                 0.5335,                0.89505,                0.65567,                 1.0841,               0.005545,               0.005545,               0.005545
                     57,                0.99557,                 1.0149,                 1.1169,                0.71807,                0.68384,                0.71835,                0.53179,                0.88895,                0.65779,                 1.0805,              0.0054625,              0.0054625,              0.0054625
                     58,                0.99345,                 1.0013,                 1.1135,                0.71652,                0.70038,                0.71732,                0.53294,                0.89434,                0.65294,                 1.0824,                0.00538,                0.00538,                0.00538
                     59,                0.99146,                0.98784,                 1.1166,                0.70532,                0.69752,                0.72274,                 0.5335,                0.89747,                0.64663,                 1.0834,              0.0052975,              0.0052975,              0.0052975
                     60,                0.98347,                0.98855,                 1.1077,                0.73151,                0.69125,                0.74533,                0.55585,                 0.8894,                0.63541,                 1.0799,               0.005215,               0.005215,               0.005215
                     61,                 0.9943,                0.98467,                 1.1164,                0.71386,                0.70367,                0.73145,                0.54308,                0.89519,                0.63454,                 1.0827,              0.0051325,              0.0051325,              0.0051325
                     62,                0.99621,                0.97566,                 1.1152,                0.72319,                 0.6878,                0.72876,                0.54031,                0.88911,                0.62907,                 1.0792,                0.00505,                0.00505,                0.00505
                     63,                0.99066,                0.99092,                 1.1143,                0.72465,                0.69741,                0.73357,                0.54332,                0.89092,                0.62726,                 1.0804,              0.0049675,              0.0049675,              0.0049675
                     64,                 0.9898,                0.98291,                 1.1163,                0.71327,                0.69941,                0.73203,                  0.543,                0.89114,                0.63367,                 1.0796,               0.004885,               0.004885,               0.004885
                     65,                0.97967,                0.97304,                 1.1086,                0.73141,                 0.6979,                0.74922,                0.56321,                0.88784,                0.62762,                 1.0793,              0.0048025,              0.0048025,              0.0048025
                     66,                0.97634,                0.97285,                 1.1085,                0.72614,                0.70081,                0.77519,                0.58343,                0.88456,                0.63191,                 1.0772,                0.00472,                0.00472,                0.00472
                     67,                0.98843,                 0.9754,                 1.1146,                0.73198,                 0.6936,                0.77347,                0.58709,                  0.888,                 0.6231,                 1.0782,              0.0046375,              0.0046375,              0.0046375
                     68,                0.99746,                0.97386,                 1.1193,                0.73879,                0.69553,                0.77417,                0.58829,                0.88594,                 0.6197,                 1.0759,               0.004555,               0.004555,               0.004555
                     69,                0.98393,                0.95867,                 1.1111,                0.73195,                0.70611,                0.73334,                0.54326,                0.88354,                0.61717,                  1.076,              0.0044725,              0.0044725,              0.0044725
                     70,                0.97445,                0.94658,                 1.1062,                0.73392,                  0.698,                0.73661,                0.54674,                0.88379,                0.62068,                 1.0767,                0.00439,                0.00439,                0.00439
                     71,                0.97041,                0.94787,                 1.1074,                0.73006,                0.70081,                0.77896,                 0.5847,                0.88313,                 0.6168,                 1.0764,              0.0043075,              0.0043075,              0.0043075
                     72,                 0.9687,                0.95058,                 1.1056,                0.74364,                0.69825,                0.74565,                0.55507,                 0.8833,                0.60881,                 1.0763,               0.004225,               0.004225,               0.004225
                     73,                0.97739,                0.94521,                 1.1059,                 0.7363,                0.70487,                0.75618,                0.56259,                 0.8823,                0.61438,                 1.0744,              0.0041425,              0.0041425,              0.0041425
                     74,                0.97198,                0.93615,                 1.1081,                0.73425,                0.70981,                0.77966,                0.58669,                0.87976,                0.60854,                 1.0747,                0.00406,                0.00406,                0.00406
                     75,                 0.9676,                0.92595,                 1.1058,                0.72962,                0.69553,                0.77586,                0.58171,                0.88016,                0.60735,                 1.0743,              0.0039775,              0.0039775,              0.0039775
                     76,                0.97006,                0.92863,                 1.1067,                0.73287,                0.70898,                0.78063,                0.58795,                0.88072,                0.60852,                 1.0741,               0.003895,               0.003895,               0.003895
                     77,                0.96704,                0.93427,                  1.099,                0.73644,                0.70205,                0.78359,                0.59034,                0.88112,                0.61079,                 1.0728,              0.0038125,              0.0038125,              0.0038125
                     78,                0.96837,                0.92327,                 1.1039,                0.73788,                0.70221,                0.74677,                0.55772,                0.87982,                0.60614,                 1.0739,                0.00373,                0.00373,                0.00373
                     79,                0.96396,                0.91732,                 1.0957,                0.73416,                 0.6955,                0.73759,                0.54935,                0.88094,                0.60297,                 1.0747,              0.0036475,              0.0036475,              0.0036475
                     80,                0.96366,                0.92382,                 1.1003,                0.75918,                0.69133,                0.74265,                0.55467,                0.87846,                0.60041,                 1.0733,               0.003565,               0.003565,               0.003565
                     81,                0.96364,                0.91694,                 1.1048,                0.75076,                0.69772,                 0.7854,                 0.5944,                0.87841,                0.59625,                 1.0722,              0.0034825,              0.0034825,              0.0034825
                     82,                0.96603,                0.91329,                  1.103,                0.74148,                0.70597,                0.78182,                 0.5865,                0.87742,                0.59469,                 1.0713,                 0.0034,                 0.0034,                 0.0034
                     83,                0.96126,                0.91077,                  1.101,                0.74743,                0.70788,                0.75193,                0.56533,                0.87567,                0.59524,                  1.071,              0.0033175,              0.0033175,              0.0033175
                     84,                0.95839,                0.90195,                  1.093,                0.74576,                0.69806,                0.74155,                0.55482,                0.87697,                0.59478,                 1.0718,               0.003235,               0.003235,               0.003235
                     85,                0.96172,                0.89632,                 1.0976,                0.74562,                0.70252,                0.74094,                0.55482,                0.87563,                0.59411,                 1.0716,              0.0031525,              0.0031525,              0.0031525
                     86,                0.94563,                0.88921,                 1.0901,                0.74889,                0.70252,                0.74332,                0.55601,                 0.8755,                0.59185,                 1.0712,                0.00307,                0.00307,                0.00307
                     87,                0.94789,                0.89568,                 1.0943,                0.74587,                0.70347,                 0.7426,                0.55504,                0.87427,                0.59229,                 1.0703,              0.0029875,              0.0029875,              0.0029875
                     88,                0.94396,                0.88259,                 1.0922,                0.74749,                0.70292,                0.74498,                0.55605,                0.87409,                0.59262,                 1.0705,               0.002905,               0.002905,               0.002905
                     89,                0.94195,                0.87382,                 1.0866,                0.75342,                 0.7022,                0.74774,                0.55848,                0.87252,                0.59039,                 1.0692,              0.0028225,              0.0028225,              0.0028225
                     90,                 0.9465,                 0.8835,                 1.0935,                0.74247,                0.71303,                0.75273,                0.56328,                0.87426,                0.58675,                 1.0696,                0.00274,                0.00274,                0.00274
                     91,                0.93957,                0.87521,                 1.0879,                0.74663,                0.71254,                0.75069,                0.55992,                0.87539,                0.58733,                 1.0704,              0.0026575,              0.0026575,              0.0026575
                     92,                0.93806,                0.86895,                 1.0895,                0.74667,                0.70652,                0.74729,                0.55923,                0.87465,                0.58768,                 1.0697,               0.002575,               0.002575,               0.002575
                     93,                0.93702,                  0.871,                 1.0916,                0.74298,                0.70966,                0.74147,                0.55489,                0.87274,                0.58655,                 1.0689,              0.0024925,              0.0024925,              0.0024925
                     94,                0.93797,                0.86596,                 1.0943,                0.74674,                0.70399,                0.74754,                0.56069,                0.87208,                0.58571,                 1.0695,                0.00241,                0.00241,                0.00241
                     95,                0.92732,                0.86139,                 1.0796,                0.74658,                0.71107,                0.74966,                0.56404,                0.87246,                0.58291,                 1.0696,              0.0023275,              0.0023275,              0.0023275
                     96,                0.92908,                0.85619,                 1.0856,                0.75645,                0.70503,                0.75225,                0.56457,                 0.8706,                0.58062,                  1.069,               0.002245,               0.002245,               0.002245
                     97,                0.92488,                0.84985,                 1.0813,                0.74325,                0.71477,                0.75097,                0.56477,                0.86938,                0.58157,                 1.0683,              0.0021625,              0.0021625,              0.0021625
                     98,                0.94124,                0.86122,                 1.0939,                0.74418,                0.71303,                0.75283,                0.56626,                0.86967,                0.58078,                 1.0685,                0.00208,                0.00208,                0.00208
                     99,                0.92622,                0.84979,                 1.0815,                0.75233,                0.70263,                0.75536,                 0.5679,                0.87056,                0.57968,                 1.0688,              0.0019975,              0.0019975,              0.0019975
                    100,                0.92483,                0.83705,                  1.082,                0.74071,                0.71773,                0.76996,                0.58157,                0.87108,                0.57979,                 1.0688,               0.001915,               0.001915,               0.001915
                    101,                  0.917,                0.83544,                 1.0823,                0.75126,                0.71021,                0.77029,                0.58235,                0.87063,                  0.579,                 1.0684,              0.0018325,              0.0018325,              0.0018325
                    102,                0.93714,                0.83642,                  1.091,                0.75685,                0.70963,                0.76334,                0.57412,                0.87001,                0.57843,                 1.0681,                0.00175,                0.00175,                0.00175
                    103,                 0.9167,                 0.8298,                 1.0801,                0.76196,                0.70423,                0.76413,                0.57449,                0.86992,                0.57879,                  1.068,              0.0016675,              0.0016675,              0.0016675
                    104,                0.92478,                0.83416,                 1.0821,                0.76775,                0.70264,                0.76098,                0.57073,                0.86909,                0.57813,                 1.0674,               0.001585,               0.001585,               0.001585
                    105,                0.92249,                0.82494,                 1.0825,                 0.7648,                0.70681,                0.76019,                0.57143,                0.86911,                0.57696,                 1.0674,              0.0015025,              0.0015025,              0.0015025
                    106,                0.92052,                0.82491,                 1.0814,                0.76207,                0.70736,                 0.7606,                0.57284,                0.86789,                0.57641,                 1.0667,                0.00142,                0.00142,                0.00142
                    107,                0.90591,                0.81837,                 1.0734,                0.76531,                0.70384,                0.77342,                 0.5849,                0.86743,                0.57589,                 1.0662,              0.0013375,              0.0013375,              0.0013375
                    108,                0.91035,                0.81542,                  1.082,                0.76711,                0.70419,                0.77195,                0.58403,                0.86709,                0.57536,                 1.0661,               0.001255,               0.001255,               0.001255
                    109,                0.90974,                0.81605,                  1.077,                0.75106,                0.70893,                0.77192,                0.58473,                0.86748,                0.57536,                 1.0666,              0.0011725,              0.0011725,              0.0011725
                    110,                0.91309,                0.80481,                 1.0767,                0.76165,                0.70924,                0.77366,                0.58524,                 0.8679,                0.57454,                 1.0666,                0.00109,                0.00109,                0.00109
                    111,                0.89235,                 0.7475,                 1.1022,                0.76368,                0.70285,                0.77102,                0.58375,                0.86889,                0.57381,                 1.0672,              0.0010075,              0.0010075,              0.0010075
                    112,                0.88307,                0.73549,                 1.1023,                0.75887,                0.70956,                0.77154,                0.58468,                0.86887,                 0.5734,                 1.0674,               0.000925,               0.000925,               0.000925
                    113,                0.87952,                 0.7272,                 1.0951,                0.75571,                0.71291,                0.77176,                0.58494,                0.86949,                0.57305,                 1.0676,              0.0008425,              0.0008425,              0.0008425
                    114,                0.87796,                0.71758,                  1.096,                0.76011,                0.70852,                0.77203,                0.58439,                0.86978,                0.57288,                 1.0678,                0.00076,                0.00076,                0.00076
                    115,                0.87315,                0.71197,                 1.0942,                0.76166,                 0.7066,                 0.7722,                0.58415,                0.86944,                0.57218,                 1.0676,              0.0006775,              0.0006775,              0.0006775
                    116,                0.87329,                0.71215,                  1.087,                0.75906,                0.70796,                0.77084,                0.58398,                0.86935,                0.57212,                 1.0676,               0.000595,               0.000595,               0.000595
                    117,                0.87328,                0.70622,                  1.092,                0.75659,                0.71237,                0.77123,                0.58408,                 0.8695,                0.57236,                 1.0678,              0.0005125,              0.0005125,              0.0005125
                    118,                0.86929,                 0.6985,                 1.0861,                0.75783,                0.71081,                0.77198,                0.58436,                0.86991,                0.57221,                 1.0677,                0.00043,                0.00043,                0.00043
                    119,                0.86694,                0.70688,                 1.0888,                0.75779,                 0.7087,                0.77189,                0.58449,                0.87025,                0.57206,                 1.0676,              0.0003475,              0.0003475,              0.0003475
                    120,                0.86628,                0.69681,                 1.0852,                0.75901,                0.70812,                0.77157,                0.58466,                0.87014,                0.57221,                 1.0674,               0.000265,               0.000265,               0.000265
